A	FIT	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25
10377.14919	0.56697	1.73782E-4	0.00112	0.50454	0.04278	0.00241	0.00936	4.21037E-4	9.59491E-4	5.45933E-4	0.00137	0.00214	3.68695E-4	0	3.36499E-4	2.75099E-5	2.16317E-4	8.23411E-6	5.87701E-6	1.02028E-4	0	6.88869E-5	0	2.3883E-5	0	0
10362.8833	0.55512	1.67379E-4	0.00104	0.48352	0.05142	0.00253	0.00972	4.35159E-4	9.8568E-4	5.57286E-4	0.00139	0.00218	3.74552E-4	0	3.41141E-4	2.78597E-5	2.18787E-4	8.3291E-6	5.94522E-6	1.03141E-4	0	6.95847E-5	0	2.41095E-5	0	0
10348.65338	0.52919	1.61638E-4	9.64353E-4	0.44628	0.06212	0.00267	0.01013	4.49515E-4	0.00101	5.68997E-4	0.00142	0.00222	3.80247E-4	0	3.45881E-4	2.82162E-5	2.21427E-4	8.42574E-6	6.01462E-6	1.04223E-4	0	7.02932E-5	0	2.43393E-5	0	0
10334.46034	0.4938	1.5619E-4	9.00881E-4	0.39714	0.07525	0.00281	0.01054	4.65111E-4	0.00104	5.81082E-4	0.00145	0.00226	3.86073E-4	0	3.5072E-4	2.85796E-5	2.24114E-4	8.52407E-6	6.08524E-6	1.05373E-4	0	7.09824E-5	0	2.45725E-5	0	0
10320.30512	0.4567	1.51016E-4	8.40837E-4	0.34351	0.0911	0.00298	0.01098	4.80994E-4	0.00107	5.93557E-4	0.00148	0.0023	3.92034E-4	0	3.55434E-4	2.89501E-5	2.2672E-4	8.62413E-6	6.15712E-6	1.06541E-4	0	7.17125E-5	0	2.48089E-5	0	0
10306.18543	0.41885	1.46098E-4	7.89363E-4	0.28613	0.1099	0.00316	0.01145	4.97706E-4	0.0011	6.06439E-4	0.0015	0.00234	3.98134E-4	0	3.60476E-4	2.93113E-5	2.29505E-4	8.72597E-6	6.22732E-6	1.07729E-4	0	7.24538E-5	0	2.50379E-5	0	0
10292.10327	0.38556	1.41166E-4	7.4261E-4	0.23145	0.13048	0.00335	0.01194	5.15309E-4	0.00114	6.19746E-4	0.00153	0.00238	4.04377E-4	0	3.65626E-4	2.96961E-5	2.32205E-4	8.82962E-6	6.30174E-6	1.08884E-4	0	7.32067E-5	0	2.52811E-5	0	0
10278.05637	0.36384	1.36722E-4	6.97865E-4	0.18434	0.15503	0.00357	0.01247	5.33866E-4	0.00117	6.33497E-4	0.00156	0.00242	4.10429E-4	0	3.70645E-4	3.00886E-5	2.35092E-4	8.93513E-6	6.3775E-6	1.10112E-4	0	7.39393E-5	0	2.55279E-5	0	0
10264.04565	0.35017	1.32487E-4	6.59094E-4	0.14268	0.18208	0.00381	0.01304	5.53448E-4	0.00121	6.47712E-4	0.00159	0.00247	4.16966E-4	0	3.76014E-4	3.04714E-5	2.37892E-4	9.03783E-6	6.45152E-6	1.11305E-4	0	7.47156E-5	0	2.57669E-5	0	0
10250.07098	0.3475	1.28447E-4	6.2354E-4	0.11014	0.21097	0.00407	0.01364	5.74132E-4	0.00124	6.61665E-4	0.00163	0.00251	4.2366E-4	0	3.8125E-4	3.08615E-5	2.40887E-4	9.14711E-6	6.53001E-6	1.12574E-4	0	7.55041E-5	0	2.60209E-5	0	0
10236.13222	0.35117	1.24592E-4	5.90849E-4	0.08456	0.23913	0.00437	0.01429	5.96003E-4	0.00128	6.76846E-4	0.00166	0.00256	4.30517E-4	0	3.86595E-4	3.12774E-5	2.43791E-4	9.2535E-6	6.60671E-6	1.13809E-4	0	7.62716E-5	0	2.62668E-5	0	0
10222.23026	0.36155	1.20908E-4	5.60715E-4	0.06436	0.26853	0.00472	0.01499	6.19153E-4	0.00132	6.92557E-4	0.00169	0.00261	4.37168E-4	0	3.92316E-4	3.16832E-5	2.46749E-4	9.36673E-6	6.68477E-6	1.15063E-4	0	7.7085E-5	0	2.65163E-5	0	0
10208.36185	0.37467	1.17579E-4	5.32873E-4	0.04995	0.29479	0.00509	0.01573	6.43686E-4	0.00136	7.07996E-4	0.00173	0.00266	4.44357E-4	0	3.97897E-4	3.21159E-5	2.4976E-4	9.48205E-6	6.76757E-6	1.16397E-4	0	7.78768E-5	0	2.67815E-5	0	0
10194.52998	0.39005	1.14202E-4	5.07091E-4	0.03935	0.31938	0.00554	0.0165	6.68821E-4	0.00141	7.24814E-4	0.00176	0.00271	4.51333E-4	0	4.03598E-4	3.25382E-5	2.52982E-4	9.59436E-6	6.84852E-6	1.17695E-4	0	7.86808E-5	0	2.70383E-5	0	0
10180.73347	0.40284	1.10971E-4	4.83168E-4	0.03159	0.3384	0.00604	0.01737	6.96412E-4	0.00146	7.41354E-4	0.0018	0.00276	4.58876E-4	0	4.09702E-4	3.29689E-5	2.56109E-4	9.70868E-6	6.93092E-6	1.19014E-4	0	7.94974E-5	0	2.72989E-5	0	0
10166.97218	0.41322	1.07875E-4	4.60926E-4	0.02588	0.35275	0.00666	0.0183	7.24748E-4	0.00151	7.58467E-4	0.00184	0.00281	4.66198E-4	0	4.15659E-4	3.34081E-5	2.59295E-4	9.8304E-6	7.01483E-6	1.20356E-4	0	8.03631E-5	0	2.75759E-5	0	0
10153.24599	0.41814	1.0507E-4	4.41263E-4	0.02164	0.36007	0.00735	0.01927	7.55931E-4	0.00156	7.77132E-4	0.00187	0.00287	4.74119E-4	0	4.21747E-4	3.38563E-5	2.6254E-4	9.94898E-6	7.10026E-6	1.21721E-4	0	8.1206E-5	0	2.78443E-5	0	0
10139.55475	0.41763	1.02218E-4	4.21862E-4	0.01842	0.36065	0.00817	0.02036	7.88039E-4	0.00161	7.95511E-4	0.00191	0.00292	4.81811E-4	0	4.27969E-4	3.43135E-5	2.65846E-4	1.00697E-5	7.18727E-6	1.23109E-4	0	8.20623E-5	0	2.81167E-5	0	0
10125.89731	0.41131	9.96307E-5	4.03731E-4	0.01593	0.35442	0.00924	0.0215	8.22251E-4	0.00167	8.14551E-4	0.00196	0.00298	4.90135E-4	0	4.34331E-4	3.478E-5	2.69216E-4	1.01927E-5	7.27589E-6	1.24521E-4	0	8.29323E-5	0	2.8393E-5	0	0
10112.27558	0.39967	9.69975E-5	3.86759E-4	0.01403	0.34195	0.01045	0.02279	8.60056E-4	0.00172	8.35345E-4	0.002	0.00304	4.98223E-4	0	4.40835E-4	3.52562E-5	2.72476E-4	1.03179E-5	7.36616E-6	1.25958E-4	0	8.38161E-5	0	2.86735E-5	0	0
10098.68842	0.38318	9.4606E-5	3.71661E-4	0.01243	0.32401	0.01194	0.02414	8.99152E-4	0.00179	8.55847E-4	0.00204	0.0031	5.06512E-4	0	4.47166E-4	3.57422E-5	2.75973E-4	1.04454E-5	7.45813E-6	1.27419E-4	0	8.47142E-5	0	2.89581E-5	0	0
10085.13569	0.36315	9.21696E-5	3.56675E-4	0.01111	0.30163	0.01389	0.02561	9.40996E-4	0.00185	8.77116E-4	0.00209	0.00316	5.1501E-4	0	4.53962E-4	3.62383E-5	2.79538E-4	1.05754E-5	7.55182E-6	1.28906E-4	0	8.56268E-5	0	2.92331E-5	0	0
10071.61624	0.33911	8.99545E-5	3.43308E-4	0.01004	0.27455	0.01614	0.02722	9.85852E-4	0.00192	8.9919E-4	0.00213	0.00323	5.23724E-4	0	4.60914E-4	3.67216E-5	2.83172E-4	1.07077E-5	7.64328E-6	1.3035E-4	0	8.65136E-5	0	2.95261E-5	0	0
10058.13097	0.31537	8.76955E-5	3.30007E-4	0.0091	0.24696	0.01891	0.02898	0.00103	0.002	9.22111E-4	0.00218	0.00329	5.33164E-4	0	4.68026E-4	3.72383E-5	2.8669E-4	1.08426E-5	7.74051E-6	1.31889E-4	0	8.74555E-5	0	2.98236E-5	0	0
10044.68075	0.29209	8.56398E-5	3.18114E-4	0.00832	0.21875	0.02229	0.03102	0.00108	0.00208	9.45923E-4	0.00223	0.00336	5.42345E-4	0	4.74954E-4	3.77661E-5	2.90465E-4	1.098E-5	7.8396E-6	1.33455E-4	0	8.84128E-5	0	3.01256E-5	0	0
10031.26344	0.27026	8.36559E-5	3.06859E-4	0.00764	0.19105	0.0264	0.03317	0.00114	0.00216	9.70672E-4	0.00228	0.00343	5.51766E-4	0	4.82396E-4	3.82804E-5	2.94121E-4	1.11201E-5	7.93636E-6	1.34977E-4	0	8.93434E-5	0	3.04175E-5	0	0
10017.88092	0.2524	8.17406E-5	2.9562E-4	0.00702	0.16615	0.03137	0.03556	0.0012	0.00224	9.9641E-4	0.00233	0.0035	5.61435E-4	0	4.90013E-4	3.88306E-5	2.98045E-4	1.12563E-5	8.03492E-6	1.36599E-4	0	9.0332E-5	0	3.07285E-5	0	0
10004.53105	0.23645	7.97838E-5	2.85539E-4	0.0065	0.14177	0.03733	0.03821	0.00126	0.00233	0.00102	0.00238	0.00357	5.70802E-4	0	4.97437E-4	3.93669E-5	3.01845E-4	1.14017E-5	8.13975E-6	1.38174E-4	0	9.12931E-5	2.75144E-5	3.10444E-5	0	0
9991.21772	0.22431	7.79999E-5	2.75969E-4	0.00603	0.11985	0.04441	0.04102	0.00133	0.00243	0.00105	0.00244	0.00365	5.80978E-4	0	5.05031E-4	3.99408E-5	3.05925E-4	1.15431E-5	8.24214E-6	1.39777E-4	0	9.23144E-5	2.77924E-5	3.13498E-5	0	0
9977.92882	0.21662	7.62755E-5	2.66877E-4	0.00562	0.10062	0.05273	0.04431	0.00141	0.00254	0.00108	0.0025	0.00372	5.91429E-4	0	5.13193E-4	4.05003E-5	3.09878E-4	1.16942E-5	8.34648E-6	1.41487E-4	0	9.33075E-5	2.80627E-5	3.16597E-5	0	0
9964.68516	0.21345	7.4608E-5	2.57763E-4	0.00524	0.08408	0.06238	0.04802	0.00149	0.00265	0.00111	0.00255	0.0038	6.02166E-4	0	5.21152E-4	4.10718E-5	3.13908E-4	1.18482E-5	8.45748E-6	1.43148E-4	0	9.43166E-5	2.83491E-5	3.19901E-5	0	0
9951.4667	0.21551	7.29948E-5	2.49556E-4	0.00491	0.07082	0.07345	0.05221	0.00158	0.00276	0.00114	0.00262	0.00389	6.13197E-4	0	5.29297E-4	4.16836E-5	3.18235E-4	1.1998E-5	8.56596E-6	1.44839E-4	0	9.53892E-5	2.86276E-5	3.23096E-5	0	0
