WAVENUMBER	INTENSITY	A1	A2	B
1/cm	Counts/s	SC+M Total Fit	SC lorentzian	M BWF
				
	5 pts SG smooth of INTENSITY"Counts/s"			
1780.67913	0.17501	2.53618	0.31319	2.22299
1781.70686	1.16306	2.53949	0.30995	2.22954
1782.73432	1.58692	2.5428	0.30676	2.23604
1783.76152	1.50905	2.54611	0.30362	2.24249
1784.78846	1.90217	2.54942	0.30053	2.24889
1785.81513	2.24044	2.55272	0.29749	2.25523
1786.84153	1.9766	2.55602	0.2945	2.26153
1787.86767	1.37058	2.55932	0.29155	2.26778
1788.89354	1.39968	2.56262	0.28864	2.27397
1789.91915	1.94687	2.56591	0.28578	2.28013
1790.9445	2.1647	2.56919	0.28296	2.28623
1791.96957	1.75881	2.57247	0.28019	2.29228
1792.99439	1.13956	2.57575	0.27745	2.29829
1794.01894	0.68659	2.57902	0.27476	2.30426
1795.04323	0.14752	2.58228	0.2721	2.31018
1796.06725	-0.48001	2.58554	0.26949	2.31605
1797.091	-1.1302	2.58879	0.26691	2.32188
1798.1145	-1.33414	2.59204	0.26437	2.32766
1799.13773	-0.93114	2.59527	0.26187	2.3334
1800.16069	-0.1176	2.59851	0.2594	2.3391
1801.18339	0.18945	2.60173	0.25697	2.34476
1802.20582	0.1067	2.60495	0.25457	2.35037
1803.228	0.17305	2.60816	0.25221	2.35595
1804.2499	0.53859	2.61136	0.24988	2.36148
1805.27155	0.49001	2.61455	0.24758	2.36697
1806.29293	-0.13025	2.61773	0.24532	2.37242
1807.31404	-0.73023	2.62091	0.24309	2.37783
1808.3349	-0.78837	2.62408	0.24088	2.3832
1809.35549	-0.40507	2.62724	0.23871	2.38853
1810.37581	-0.39405	2.63039	0.23657	2.39382
1811.39587	-0.65785	2.63353	0.23446	2.39908
1812.41567	-0.93637	2.63666	0.23237	2.40429
1813.4352	-1.04348	2.63979	0.23031	2.40947
1814.45448	-1.45153	2.6429	0.22829	2.41462
1815.47348	-1.61694	2.64601	0.22628	2.41972
1816.49223	-1.44213	2.6491	0.22431	2.42479
1817.51071	-1.06863	2.65219	0.22236	2.42982
1818.52893	-1.19225	2.65526	0.22044	2.43482
1819.54688	-1.56479	2.65833	0.21854	2.43979
1820.56458	-1.95247	2.66138	0.21667	2.44471
1821.582	-1.98095	2.66443	0.21482	2.44961
1822.59917	-1.93534	2.66746	0.213	2.45447
1823.61607	-1.79962	2.67049	0.2112	2.45929
1824.63271	-1.50144	2.67351	0.20942	2.46409
1825.64909	-1.20813	2.67651	0.20767	2.46885
1826.66521	-1.38512	2.67951	0.20593	2.47357
1827.68106	-1.75578	2.68249	0.20422	2.47827
1828.69665	-2.02727	2.68546	0.20253	2.48293
1829.71198	-2.39843	2.68843	0.20087	2.48756
1830.72704	-2.79474	2.69138	0.19922	2.49216
1831.74184	-2.24235	2.69432	0.1976	2.49673
1832.75639	-1.03061	2.69726	0.19599	2.50127
1833.77066	-0.23528	2.70018	0.1944	2.50577
1834.78468	-0.4212	2.70309	0.19284	2.51025
1835.79843	-0.82641	2.70599	0.19129	2.5147
1836.81192	-1.47817	2.70888	0.18976	2.51911
1837.82515	-2.16973	2.71176	0.18825	2.5235
1838.83812	-2.8777	2.71462	0.18676	2.52786
1839.85083	-2.91727	2.71748	0.18529	2.53219
1840.86327	-2.40537	2.72033	0.18384	2.53649
1841.87545	-1.5788	2.72316	0.1824	2.54076
1842.88737	-1.89278	2.72599	0.18098	2.54501
1843.89903	-3.22831	2.7288	0.17957	2.54923
1844.91043	-4.32324	2.7316	0.17819	2.55342
1845.92156	-4.02751	2.7344	0.17682	2.55758
1846.93244	-3.4435	2.73718	0.17546	2.56172
1847.94305	-3.27902	2.73995	0.17412	2.56583
1848.9534	-3.32114	2.74271	0.1728	2.56991
1849.96349	-3.10967	2.74546	0.17149	2.57397
1850.97332	-3.20476	2.7482	0.1702	2.578
1851.98289	-3.37135	2.75093	0.16892	2.582
1852.99219	-3.39201	2.75364	0.16766	2.58598
1854.00124	-3.18103	2.75635	0.16641	2.58994
1855.01002	-3.49013	2.75905	0.16518	2.59387
1856.01855	-3.68651	2.76173	0.16396	2.59778
1857.02681	-3.61686	2.7644	0.16275	2.60166
1858.03481	-3.47129	2.76707	0.16156	2.60551
1859.04255	-3.8671	2.76972	0.16038	2.60935
1860.05003	-3.86111	2.77236	0.15921	2.61316
1861.05725	-3.106	2.775	0.15806	2.61694
1862.06421	-2.73433	2.77762	0.15691	2.6207
1863.07091	-3.71391	2.78023	0.15579	2.62444
1864.07734	-4.98173	2.78283	0.15467	2.62816
1865.08352	-5.04736	2.78542	0.15357	2.63185
1866.08944	-4.39564	2.788	0.15248	2.63552
1867.09509	-3.88266	2.79057	0.1514	2.63917
1868.10049	-3.60923	2.79312	0.15033	2.6428
1869.10563	-3.27602	2.79567	0.14927	2.6464
1870.1105	-3.0036	2.79821	0.14823	2.64998
1871.11512	-2.86307	2.80074	0.14719	2.65354
1872.11947	-2.80685	2.80325	0.14617	2.65708
1873.12357	-3.07318	2.80576	0.14516	2.6606
1874.1274	-3.42575	2.80826	0.14416	2.6641
1875.13098	-3.72732	2.81074	0.14317	2.66758
1876.1343	-3.69807	2.81322	0.14219	2.67103
1877.13735	-3.2047	2.81568	0.14122	2.67447
1878.14015	-2.20753	2.81814	0.14026	2.67788
1879.14269	-1.52744	2.82059	0.13931	2.68128
1880.14496	-2.16627	2.82302	0.13837	2.68465
1881.14698	-3.7882	2.82545	0.13744	2.68801
1882.14874	-5.19216	2.82786	0.13652	2.69135
1883.15024	-5.24529	2.83027	0.1356	2.69466
1884.15148	-4.37641	2.83266	0.1347	2.69796
1885.15246	-3.37782	2.83505	0.13381	2.70124
1886.15318	-2.89398	2.83742	0.13293	2.7045
1887.15364	-3.0159	2.83979	0.13205	2.70774
1888.15385	-3.70176	2.84215	0.13119	2.71096
1889.15379	-3.92928	2.84449	0.13033	2.71417
1890.15347	-2.75484	2.84683	0.12948	2.71735
1891.1529	-1.20487	2.84916	0.12864	2.72052
1892.15207	-1.05217	2.85148	0.12781	2.72367
1893.15097	-2.07204	2.85379	0.12699	2.7268
1894.14962	-2.78834	2.85608	0.12617	2.72991
1895.14802	-3.23279	2.85837	0.12536	2.73301
1896.14615	-3.93144	2.86065	0.12456	2.73609
1897.14402	-4.31982	2.86292	0.12377	2.73915
1898.14164	-3.66094	2.86518	0.12299	2.7422
1899.13899	-2.7758	2.86744	0.12221	2.74522
1900.13609	-2.28641	2.86968	0.12144	2.74824
1901.13293	-1.9393	2.87191	0.12068	2.75123
1902.12951	-1.29238	2.87414	0.11993	2.75421
1903.12583	-0.99536	2.87635	0.11918	2.75717
1904.1219	-1.02232	2.87856	0.11844	2.76011
1905.11771	-0.95907	2.88075	0.11771	2.76304
1906.11326	-0.20175	2.88294	0.11698	2.76596
1907.10855	0.72066	2.88512	0.11627	2.76885
1908.10358	1.51366	2.88729	0.11555	2.77174
1909.09835	1.84083	2.88945	0.11485	2.7746
1910.09287	2.1123	2.8916	0.11415	2.77745
1911.08713	2.43911	2.89375	0.11346	2.78029
1912.08113	2.70221	2.89588	0.11277	2.78311
1913.07488	2.62934	2.89801	0.11209	2.78591
1914.06836	2.31304	2.90012	0.11142	2.7887
1915.06159	1.93528	2.90223	0.11075	2.79148
1916.05456	1.40824	2.90433	0.11009	2.79424
1917.04728	1.38144	2.90642	0.10944	2.79698
1918.03973	2.13108	2.9085	0.10879	2.79971
1919.03193	3.01354	2.91058	0.10815	2.80243
1920.02387	3.04343	2.91264	0.10751	2.80513
1921.01556	2.45769	2.9147	0.10688	2.80782
1922.00699	2.12522	2.91675	0.10625	2.81049
1922.99816	2.48024	2.91879	0.10564	2.81315
1923.98907	3.6379	2.92082	0.10502	2.8158
1924.97973	4.4118	2.92284	0.10441	2.81843
1925.97012	3.7947	2.92486	0.10381	2.82105
1926.96027	2.03274	2.92687	0.10321	2.82366
1927.95015	0.98242	2.92887	0.10262	2.82625
1928.93978	1.13396	2.93086	0.10203	2.82883
1929.92915	1.88652	2.93284	0.10145	2.83139
1930.91827	2.53629	2.93482	0.10087	2.83394
1931.90713	3.20348	2.93678	0.1003	2.83648
1932.89573	3.52211	2.93874	0.09973	2.83901
1933.88408	3.00118	2.94069	0.09917	2.84152
1934.87217	1.45742	2.94264	0.09861	2.84402
1935.86	0.08701	2.94457	0.09806	2.84651
1936.84758	-0.33245	2.9465	0.09751	2.84898
1937.8349	0.37324	2.94842	0.09697	2.85145
1938.82196	1.25481	2.95033	0.09643	2.8539
1939.80877	1.95079	2.95224	0.0959	2.85634
1940.79532	1.99566	2.95413	0.09537	2.85876
1941.78162	1.69197	2.95602	0.09485	2.86118
1942.76766	1.14036	2.9579	0.09433	2.86358
1943.75344	0.96571	2.95978	0.09381	2.86597
1944.73897	1.21831	2.96165	0.0933	2.86835
1945.72424	1.56701	2.9635	0.09279	2.87071
1946.70926	0.78093	2.96536	0.09229	2.87307
1947.69402	-0.70877	2.9672	0.09179	2.87541
1948.67853	-1.54821	2.96904	0.0913	2.87774
1949.66278	-0.80261	2.97087	0.09081	2.88006
1950.64677	0.03218	2.97269	0.09032	2.88237
1951.63051	-0.22772	2.97451	0.08984	2.88467
1952.614	-1.34068	2.97631	0.08936	2.88695
1953.59722	-1.76728	2.97812	0.08889	2.88923
1954.5802	-1.48204	2.97991	0.08842	2.89149
1955.56291	-1.59707	2.9817	0.08795	2.89375
1956.54538	-2.56778	2.98348	0.08749	2.89599
1957.52759	-3.21633	2.98525	0.08703	2.89822
1958.50954	-3.06688	2.98702	0.08657	2.90044
1959.49123	-2.43242	2.98877	0.08612	2.90265
1960.47268	-1.93665	2.99053	0.08567	2.90485
1961.45387	-1.75922	2.99227	0.08523	2.90704
1962.4348	-2.34899	2.99401	0.08479	2.90922
1963.41548	-3.19307	2.99574	0.08435	2.91139
1964.3959	-3.78729	2.99747	0.08392	2.91355
1965.37607	-3.80258	2.99918	0.08349	2.9157
1966.35598	-3.60558	3.0009	0.08306	2.91784
1967.33564	-3.5184	3.0026	0.08264	2.91997
1968.31505	-4.04343	3.0043	0.08222	2.92208
1969.2942	-4.82208	3.00599	0.0818	2.92419
1970.27309	-5.27239	3.00768	0.08139	2.92629
1971.25173	-4.86311	3.00935	0.08097	2.92838
1972.23012	-4.3328	3.01103	0.08057	2.93046
1973.20826	-4.30727	3.01269	0.08016	2.93253
1974.18613	-5.21701	3.01435	0.07976	2.93459
1975.16376	-5.91094	3.016	0.07937	2.93664
1976.14113	-5.61238	3.01765	0.07897	2.93868
1977.11825	-4.79705	3.01929	0.07858	2.94071
1978.09511	-4.94639	3.02092	0.07819	2.94273
1979.07172	-6.06978	3.02255	0.0778	2.94475
1980.04807	-6.28764	3.02417	0.07742	2.94675
1981.02418	-5.72562	3.02579	0.07704	2.94875
1982.00002	-5.49862	3.0274	0.07666	2.95073
1982.97562	-6.31664	3.029	0.07629	2.95271
1983.95096	-6.25852	3.0306	0.07592	2.95468
1984.92604	-6.06595	3.03219	0.07555	2.95664
1985.90088	-6.57055	3.03377	0.07519	2.95859
1986.87546	-7.76221	3.03535	0.07482	2.96053
1987.84978	-7.87383	3.03692	0.07446	2.96246
1988.82386	-7.0903	3.03849	0.0741	2.96439
1989.79768	-6.21193	3.04005	0.07375	2.9663
1990.77124	-5.59228	3.04161	0.0734	2.96821
1991.74456	-5.6593	3.04316	0.07305	2.97011
1992.71762	-6.09271	3.0447	0.0727	2.972
1993.69043	-6.56374	3.04624	0.07236	2.97388
1994.66298	-6.47397	3.04777	0.07201	2.97575
1995.63528	-6.67483	3.04929	0.07167	2.97762
1996.60733	-6.9968	3.05081	0.07134	2.97948
1997.57913	-7.55581	3.05233	0.071	2.98133
1998.55067	-7.61359	3.05384	0.07067	2.98317
1999.52196	-7.5249	3.05534	0.07034	2.985
2000.493	-7.08481	3.05684	0.07001	2.98683
2001.46378	-7.19402	3.05833	0.06969	2.98864
2002.43431	-7.25067	3.05982	0.06937	2.99045
2003.40459	-7.42365	3.0613	0.06905	2.99225
2004.37462	-7.47166	3.06278	0.06873	2.99405
2005.3444	-8.08594	3.06425	0.06841	2.99583
2006.31392	-8.51466	3.06571	0.0681	2.99761
2007.28319	-8.59633	3.06717	0.06779	2.99938
2008.25221	-8.32886	3.06862	0.06748	3.00114
2009.22097	-8.03445	3.07007	0.06717	3.0029
2010.18949	-7.89753	3.07152	0.06687	3.00465
2011.15775	-8.09316	3.07295	0.06657	3.00639
2012.12576	-8.44962	3.07439	0.06626	3.00812
2013.09352	-8.39999	3.07581	0.06597	3.00985
2014.06102	-8.68655	3.07724	0.06567	3.01157
2015.02828	-9.66676	3.07865	0.06538	3.01328
2015.99528	-10.2525	3.08007	0.06508	3.01498
2016.96203	-9.10879	3.08147	0.06479	3.01668
2017.92853	-7.67084	3.08288	0.06451	3.01837
2018.89477	-7.8511	3.08427	0.06422	3.02005
2019.86077	-9.24118	3.08566	0.06394	3.02173
2020.82651	-9.70826	3.08705	0.06365	3.0234
2021.79201	-9.10931	3.08843	0.06337	3.02506
2022.75725	-8.6033	3.08981	0.0631	3.02671
2023.72224	-8.32926	3.09118	0.06282	3.02836
2024.68698	-7.96488	3.09255	0.06254	3.03
2025.65146	-8.40114	3.09391	0.06227	3.03164
2026.6157	-9.96722	3.09527	0.062	3.03327
2027.57968	-10.72108	3.09662	0.06173	3.03489
2028.54342	-9.87242	3.09797	0.06146	3.0365
2029.5069	-8.70548	3.09931	0.0612	3.03811
2030.47013	-8.69994	3.10065	0.06094	3.03971
2031.43311	-9.53099	3.10198	0.06067	3.04131
2032.39584	-10.84473	3.10331	0.06041	3.04289
2033.35832	-12.09322	3.10463	0.06016	3.04448
2034.32055	-12.40117	3.10595	0.0599	3.04605
2035.28253	-11.38466	3.10727	0.05964	3.04762
2036.24426	-10.02725	3.10858	0.05939	3.04918
2037.20573	-9.59175	3.10988	0.05914	3.05074
2038.16696	-10.09634	3.11118	0.05889	3.05229
2039.12794	-10.62959	3.11248	0.05864	3.05384
2040.08866	-10.67481	3.11377	0.0584	3.05537
2041.04914	-10.53882	3.11506	0.05815	3.0569
2042.00936	-10.72788	3.11634	0.05791	3.05843
2042.96933	-11.28205	3.11762	0.05766	3.05995
2043.92906	-11.46455	3.11889	0.05742	3.06146
2044.88853	-10.55412	3.12016	0.05719	3.06297
2045.84776	-9.11425	3.12142	0.05695	3.06447
2046.80673	-8.61445	3.12268	0.05671	3.06597
2047.76545	-9.35775	3.12394	0.05648	3.06746
2048.72393	-10.15944	3.12519	0.05625	3.06894
2049.68215	-10.41372	3.12644	0.05602	3.07042
2050.64013	-10.34908	3.12768	0.05579	3.07189
2051.59785	-10.16342	3.12892	0.05556	3.07336
2052.55532	-9.65706	3.13015	0.05533	3.07482
2053.51255	-9.40073	3.13138	0.05511	3.07628
2054.46952	-9.79184	3.13261	0.05488	3.07772
2055.42625	-10.38511	3.13383	0.05466	3.07917
2056.38273	-10.52938	3.13505	0.05444	3.08061
2057.33895	-10.39866	3.13626	0.05422	3.08204
2058.29493	-10.06679	3.13747	0.054	3.08347
2059.25066	-9.47913	3.13867	0.05378	3.08489
2060.20614	-8.98631	3.13987	0.05357	3.08631
2061.16137	-9.64172	3.14107	0.05336	3.08772
2062.11635	-10.66949	3.14226	0.05314	3.08912
2063.07108	-11.07272	3.14345	0.05293	3.09052
2064.02556	-10.03174	3.14464	0.05272	3.09192
2064.97979	-9.18721	3.14582	0.05251	3.09331
2065.93378	-9.10059	3.14699	0.0523	3.09469
2066.88751	-10.40052	3.14817	0.0521	3.09607
2067.841	-11.55497	3.14934	0.05189	3.09744
2068.79424	-11.96341	3.1505	0.05169	3.09881
2069.74722	-11.01554	3.15166	0.05149	3.10017
2070.69996	-9.90392	3.15282	0.05129	3.10153
2071.65246	-9.4312	3.15397	0.05109	3.10289
2072.6047	-10.02559	3.15512	0.05089	3.10423
2073.55669	-11.17038	3.15627	0.05069	3.10558
2074.50844	-12.01733	3.15741	0.05049	3.10691
2075.45994	-12.27564	3.15855	0.0503	3.10825
2076.41119	-12.12337	3.15968	0.0501	3.10957
2077.36219	-11.98498	3.16081	0.04991	3.1109
2078.31294	-11.55432	3.16194	0.04972	3.11222
2079.26344	-10.77562	3.16306	0.04953	3.11353
2080.2137	-10.32785	3.16418	0.04934	3.11484
2081.16371	-10.95813	3.16529	0.04915	3.11614
2082.11347	-12.19119	3.1664	0.04896	3.11744
2083.06298	-12.89739	3.16751	0.04878	3.11873
2084.01224	-12.62215	3.16862	0.04859	3.12002
2084.96126	-11.93923	3.16972	0.04841	3.12131
2085.91003	-11.54405	3.17081	0.04823	3.12259
2086.85855	-11.656	3.17191	0.04805	3.12386
2087.80682	-11.96867	3.173	0.04786	3.12513
2088.75484	-12.28675	3.17408	0.04769	3.1264
2089.70262	-12.61698	3.17517	0.04751	3.12766
2090.65015	-12.98942	3.17625	0.04733	3.12892
2091.59743	-13.02227	3.17732	0.04715	3.13017
2092.54447	-12.63188	3.17839	0.04698	3.13142
2093.49125	-11.86522	3.17946	0.0468	3.13266
2094.43779	-11.16561	3.18053	0.04663	3.1339
2095.38409	-10.50711	3.18159	0.04646	3.13513
2096.33013	-10.6337	3.18265	0.04629	3.13636
2097.27593	-11.48244	3.1837	0.04612	3.13759
2098.22148	-12.43945	3.18476	0.04595	3.13881
2099.16678	-12.2014	3.1858	0.04578	3.14003
2100.11184	-11.66288	3.18685	0.04561	3.14124
2101.05665	-11.06358	3.18789	0.04545	3.14245
2102.00121	-11.22429	3.18893	0.04528	3.14365
2102.94553	-12.25218	3.18996	0.04512	3.14485
2103.8896	-14.83805	3.191	0.04495	3.14604
2104.83342	-15.96278	3.19202	0.04479	3.14724
2105.77699	-14.6896	3.19305	0.04463	3.14842
2106.72032	-12.06377	3.19407	0.04447	3.14961
2107.66341	-11.1174	3.19509	0.04431	3.15078
2108.60624	-11.55367	3.19611	0.04415	3.15196
2109.54883	-12.46305	3.19712	0.04399	3.15313
2110.49117	-12.42935	3.19813	0.04383	3.15429
2111.43327	-11.42567	3.19913	0.04368	3.15546
2112.37512	-10.762	3.20014	0.04352	3.15661
2113.31672	-11.32331	3.20113	0.04337	3.15777
2114.25808	-12.62421	3.20213	0.04321	3.15892
2115.19919	-13.21121	3.20312	0.04306	3.16006
2116.14005	-13.22348	3.20411	0.04291	3.16121
2117.08067	-12.6155	3.2051	0.04276	3.16235
2118.02105	-12.0057	3.20608	0.04261	3.16348
2118.96117	-11.69356	3.20707	0.04246	3.16461
2119.90105	-12.46875	3.20804	0.04231	3.16574
2120.84069	-13.60117	3.20902	0.04216	3.16686
2121.78008	-13.81249	3.20999	0.04201	3.16798
2122.71922	-12.60639	3.21096	0.04187	3.16909
2123.65812	-11.56752	3.21192	0.04172	3.1702
2124.59677	-12.32689	3.21289	0.04158	3.17131
2125.53518	-13.6984	3.21385	0.04143	3.17241
2126.47334	-13.76357	3.2148	0.04129	3.17351
2127.41125	-12.37611	3.21576	0.04115	3.17461
2128.34892	-11.46254	3.21671	0.04101	3.1757
2129.28635	-11.57722	3.21766	0.04086	3.17679
2130.22352	-12.04816	3.2186	0.04072	3.17788
2131.16046	-12.13443	3.21954	0.04059	3.17896
2132.09715	-11.83236	3.22048	0.04045	3.18004
2133.03359	-11.40316	3.22142	0.04031	3.18111
2133.96979	-10.96315	3.22235	0.04017	3.18218
2134.90574	-10.91	3.22328	0.04004	3.18325
2135.84145	-11.59763	3.22421	0.0399	3.18431
2136.77691	-12.83243	3.22514	0.03977	3.18537
2137.71213	-13.95776	3.22606	0.03963	3.18643
2138.6471	-14.62808	3.22698	0.0395	3.18748
2139.58183	-15.34372	3.22789	0.03937	3.18853
2140.51631	-15.36186	3.22881	0.03923	3.18957
2141.45055	-14.17369	3.22972	0.0391	3.19062
2142.38454	-12.44588	3.23063	0.03897	3.19166
2143.31829	-12.32725	3.23153	0.03884	3.19269
2144.2518	-13.58034	3.23244	0.03871	3.19372
2145.18506	-14.52358	3.23334	0.03858	3.19475
2146.11807	-13.86116	3.23423	0.03846	3.19578
2147.05084	-12.4504	3.23513	0.03833	3.1968
2147.98337	-11.76689	3.23602	0.0382	3.19782
2148.91565	-12.7042	3.23691	0.03808	3.19883
2149.84769	-14.24721	3.2378	0.03795	3.19985
2150.77948	-14.84074	3.23868	0.03783	3.20085
2151.71103	-14.13444	3.23956	0.0377	3.20186
2152.64234	-13.38871	3.24044	0.03758	3.20286
2153.5734	-12.96129	3.24132	0.03746	3.20386
2154.50422	-12.49569	3.24219	0.03733	3.20486
2155.43479	-11.93891	3.24306	0.03721	3.20585
2156.36512	-12.14071	3.24393	0.03709	3.20684
2157.2952	-13.01533	3.2448	0.03697	3.20782
2158.22505	-13.44528	3.24566	0.03685	3.20881
2159.15464	-13.03719	3.24652	0.03673	3.20979
2160.084	-12.83659	3.24738	0.03661	3.21076
2161.01311	-13.82816	3.24823	0.0365	3.21174
2161.94198	-14.81697	3.24909	0.03638	3.21271
2162.8706	-14.60594	3.24994	0.03626	3.21368
2163.79898	-13.31013	3.25079	0.03615	3.21464
2164.72712	-12.54411	3.25163	0.03603	3.2156
2165.65501	-12.85202	3.25248	0.03592	3.21656
2166.58266	-13.72599	3.25332	0.0358	3.21751
2167.51007	-14.12404	3.25416	0.03569	3.21847
2168.43723	-13.45817	3.25499	0.03558	3.21941
2169.36415	-12.91023	3.25582	0.03546	3.22036
2170.29083	-13.7655	3.25666	0.03535	3.2213
2171.21726	-16.35633	3.25748	0.03524	3.22224
2172.14345	-17.60609	3.25831	0.03513	3.22318
2173.0694	-16.52581	3.25914	0.03502	3.22412
2173.9951	-14.12367	3.25996	0.03491	3.22505
2174.92056	-13.33525	3.26078	0.0348	3.22598
2175.84578	-13.8608	3.26159	0.03469	3.2269
2176.77076	-14.93441	3.26241	0.03458	3.22782
2177.69549	-15.27148	3.26322	0.03448	3.22874
2178.61998	-14.98831	3.26403	0.03437	3.22966
2179.54423	-14.2037	3.26484	0.03426	3.23057
2180.46824	-13.58383	3.26564	0.03416	3.23149
2181.392	-13.54214	3.26645	0.03405	3.23239
2182.31552	-14.14425	3.26725	0.03395	3.2333
2183.2388	-14.41306	3.26804	0.03384	3.2342
2184.16183	-13.68135	3.26884	0.03374	3.2351
2185.08463	-12.70492	3.26963	0.03363	3.236
2186.00718	-12.78156	3.27043	0.03353	3.23689
2186.92949	-13.47635	3.27122	0.03343	3.23779
2187.85156	-13.72582	3.272	0.03333	3.23868
2188.77338	-13.43048	3.27279	0.03323	3.23956
2189.69496	-13.53741	3.27357	0.03312	3.24045
2190.6163	-14.03672	3.27435	0.03302	3.24133
2191.5374	-14.38623	3.27513	0.03292	3.24221
2192.45826	-14.05212	3.27591	0.03282	3.24308
2193.37887	-13.34886	3.27668	0.03273	3.24395
2194.29925	-12.51742	3.27745	0.03263	3.24482
2195.21938	-11.98179	3.27822	0.03253	3.24569
2196.13927	-12.19817	3.27899	0.03243	3.24656
2197.05891	-13.0567	3.27975	0.03233	3.24742
2197.97832	-13.78499	3.28052	0.03224	3.24828
2198.89748	-14.00719	3.28128	0.03214	3.24914
2199.81641	-14.45277	3.28204	0.03205	3.24999
2200.73509	-14.83924	3.28279	0.03195	3.25084
2201.65353	-14.57426	3.28355	0.03185	3.25169
2202.57173	-13.8503	3.2843	0.03176	3.25254
2203.48969	-13.75965	3.28505	0.03167	3.25339
2204.4074	-14.20863	3.2858	0.03157	3.25423
2205.32488	-14.63267	3.28655	0.03148	3.25507
2206.24211	-14.65635	3.28729	0.03139	3.2559
2207.1591	-14.22061	3.28803	0.03129	3.25674
2208.07586	-13.84361	3.28877	0.0312	3.25757
2208.99237	-13.8107	3.28951	0.03111	3.2584
2209.90864	-14.05805	3.29025	0.03102	3.25923
2210.82467	-13.95283	3.29098	0.03093	3.26005
2211.74045	-14.0212	3.29171	0.03084	3.26087
2212.656	-14.1815	3.29244	0.03075	3.26169
2213.57131	-14.36278	3.29317	0.03066	3.26251
2214.48637	-13.83322	3.2939	0.03057	3.26333
2215.4012	-13.29492	3.29462	0.03048	3.26414
2216.31578	-13.52415	3.29535	0.0304	3.26495
2217.23013	-14.98344	3.29607	0.03031	3.26576
2218.14423	-16.30876	3.29678	0.03022	3.26656
2219.05809	-16.52743	3.2975	0.03013	3.26737
2219.97171	-15.73124	3.29822	0.03005	3.26817
2220.8851	-14.66097	3.29893	0.02996	3.26897
2221.79824	-13.7056	3.29964	0.02988	3.26976
2222.71114	-13.51943	3.30035	0.02979	3.27056
2223.6238	-14.42637	3.30105	0.02971	3.27135
2224.53622	-15.62934	3.30176	0.02962	3.27214
2225.4484	-15.83507	3.30246	0.02954	3.27293
2226.36034	-15.17128	3.30316	0.02945	3.27371
2227.27205	-14.85392	3.30386	0.02937	3.27449
2228.18351	-15.3772	3.30456	0.02929	3.27527
2229.09473	-16.01816	3.30526	0.0292	3.27605
2230.00571	-16.20667	3.30595	0.02912	3.27683
2230.91645	-15.88051	3.30664	0.02904	3.2776
2231.82695	-14.99867	3.30733	0.02896	3.27837
2232.73721	-13.95797	3.30802	0.02888	3.27914
2233.64724	-14.00002	3.30871	0.0288	3.27991
2234.55702	-15.6362	3.30939	0.02872	3.28067
2235.46656	-17.41861	3.31007	0.02864	3.28144
2236.37587	-17.31849	3.31075	0.02856	3.2822
2237.28493	-15.54121	3.31143	0.02848	3.28296
2238.19376	-14.08323	3.31211	0.0284	3.28371
2239.10234	-14.3563	3.31279	0.02832	3.28447
2240.01069	-15.53124	3.31346	0.02824	3.28522
2240.91879	-16.09253	3.31413	0.02816	3.28597
2241.82666	-15.42126	3.3148	0.02809	3.28672
2242.73429	-14.66886	3.31547	0.02801	3.28746
2243.64168	-14.75447	3.31614	0.02793	3.28821
2244.54883	-15.28262	3.3168	0.02785	3.28895
2245.45574	-15.20129	3.31747	0.02778	3.28969
2246.36241	-14.64809	3.31813	0.0277	3.29043
2247.26885	-14.19141	3.31879	0.02763	3.29116
2248.17504	-14.21592	3.31945	0.02755	3.29189
2249.081	-14.8925	3.3201	0.02748	3.29263
2249.98672	-16.10927	3.32076	0.0274	3.29335
2250.89219	-17.01692	3.32141	0.02733	3.29408
2251.79743	-17.11422	3.32206	0.02725	3.29481
2252.70243	-16.75233	3.32271	0.02718	3.29553
2253.6072	-16.59276	3.32336	0.02711	3.29625
2254.51172	-16.45492	3.324	0.02703	3.29697
2255.41601	-16.10892	3.32465	0.02696	3.29769
2256.32005	-15.66113	3.32529	0.02689	3.2984
2257.22386	-15.83746	3.32593	0.02682	3.29912
2258.12743	-16.79625	3.32657	0.02674	3.29983
2259.03076	-18.08692	3.32721	0.02667	3.30054
2259.93386	-18.67654	3.32785	0.0266	3.30125
2260.83671	-18.06106	3.32848	0.02653	3.30195
2261.73933	-16.90375	3.32911	0.02646	3.30265
2262.64171	-16.44959	3.32975	0.02639	3.30336
2263.54385	-17.03693	3.33038	0.02632	3.30406
2264.44576	-17.74214	3.331	0.02625	3.30475
2265.34742	-17.92717	3.33163	0.02618	3.30545
2266.24885	-17.59894	3.33226	0.02611	3.30614
2267.15004	-16.96603	3.33288	0.02604	3.30684
2268.05099	-16.36129	3.3335	0.02597	3.30753
2268.95171	-16.17419	3.33412	0.02591	3.30822
2269.85218	-16.60139	3.33474	0.02584	3.3089
2270.75242	-17.16346	3.33536	0.02577	3.30959
2271.65242	-17.7385	3.33597	0.0257	3.31027
2272.55219	-17.81952	3.33659	0.02564	3.31095
2273.45172	-17.24506	3.3372	0.02557	3.31163
2274.351	-16.35483	3.33781	0.0255	3.31231
2275.25006	-16.37407	3.33842	0.02544	3.31298
2276.14887	-17.05276	3.33903	0.02537	3.31366
2277.04745	-17.38161	3.33964	0.0253	3.31433
2277.94579	-16.98965	3.34024	0.02524	3.315
