A	B
710	0.40409
711	0.40526
712	0.40615
713	0.40573
714	0.40661
715	0.40804
716	0.4091
717	0.41088
718	0.41195
719	0.41324
720	0.41613
721	0.41781
722	0.41983
723	0.42128
724	0.42319
725	0.42547
726	0.42641
727	0.42742
728	0.42962
729	0.43036
730	0.43171
731	0.43226
732	0.43267
733	0.43302
734	0.4336
735	0.43344
736	0.43259
737	0.43199
738	0.43124
739	0.43027
740	0.42859
741	0.4267
742	0.42542
743	0.42234
744	0.4203
745	0.41891
746	0.41471
747	0.41271
748	0.41016
749	0.4069
750	0.40339
751	0.40099
752	0.39802
753	0.39489
754	0.39284
755	0.38936
756	0.38594
757	0.38269
758	0.38132
759	0.37834
760	0.37633
761	0.37298
762	0.36993
763	0.36747
764	0.36477
765	0.36262
766	0.36004
767	0.35806
768	0.35566
769	0.35352
770	0.35185
771	0.3503
772	0.34786
773	0.34661
774	0.34493
775	0.34345
776	0.34219
777	0.34023
778	0.33945
779	0.33754
780	0.33644
781	0.33442
782	0.33353
783	0.33295
784	0.33268
785	0.33031
786	0.3304
787	0.33071
788	0.33053
789	0.32988
790	0.33036
791	0.33018
792	0.33095
793	0.33011
794	0.3294
795	0.3287
796	0.32981
797	0.33028
798	0.33041
799	0.33126
800	0.33051
801	0.33134
802	0.33008
803	0.33109
804	0.33102
805	0.33039
806	0.33108
807	0.33119
808	0.33168
809	0.32965
810	0.33
811	0.33021
812	0.32914
813	0.32881
814	0.32911
815	0.32796
816	0.32653
817	0.32672
818	0.32497
819	0.325
820	0.32391
821	0.32459
822	0.32299
823	0.32275
824	0.32101
825	0.32016
826	0.32132
827	0.32091
828	0.32017
829	0.31929
830	0.31789
831	0.3184
832	0.3175
833	0.31556
834	0.31531
835	0.31488
836	0.31507
837	0.31336
838	0.31296
839	0.31231
840	0.3104
841	0.30998
842	0.31008
843	0.30896
844	0.3088
845	0.30708
846	0.30636
847	0.30718
848	0.30748
849	0.30879
850	0.30682
851	0.30608
852	0.30557
853	0.30533
854	0.30553
855	0.30581
856	0.30504
857	0.30474
858	0.3037
859	0.30518
860	0.30595
861	0.30674
862	0.30572
863	0.30685
864	0.30752
865	0.30596
866	0.3069
867	0.3084
868	0.30756
869	0.30826
870	0.30889
871	0.30982
872	0.31031
873	0.30919
874	0.30779
875	0.3105
876	0.31057
877	0.31051
878	0.31067
879	0.30889
880	0.30989
881	0.31015
882	0.30789
883	0.3078
884	0.30744
885	0.30637
886	0.30611
887	0.30765
888	0.30668
889	0.30596
890	0.30552
891	0.3064
892	0.30468
893	0.30519
894	0.306
895	0.30482
896	0.30444
897	0.30206
898	0.30034
899	0.30293
900	0.35692
